teamName,season,sport,headCoach,date,opponent,result,attendance
Southern Utah Thunderbirds,2019-20,Women's Soccer,Fred Thompson,10/13/2019, Montana,T 0-0 (2 OT),0
Southern Utah Thunderbirds,2019-20,Women's Soccer,Fred Thompson,10/18/2019, Eastern Wash.,L 0-3 ,84
Southern Utah Thunderbirds,2019-20,Women's Soccer,Fred Thompson,10/20/2019, Idaho,L 1-2 (1 OT),191
Southern Utah Thunderbirds,2019-20,Women's Soccer,Fred Thompson,10/25/2019, Idaho St.,W 2-1 (1 OT),0
Southern Utah Thunderbirds,2019-20,Women's Soccer,Fred Thompson,10/27/2019, Weber St.,T 0-0 (2 OT),0
Southern Utah Thunderbirds,2019-20,Women's Soccer,Fred Thompson,11/03/2019, UNLV,L 0-1 ,501
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,08/22/2019, Binghamton,L 0-2 ,573
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,08/25/2019, Youngstown St.,W 3-1 ,321
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,08/30/2019, Buffalo,W 1-0 ,507
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/02/2019, Iona,L 1-3 ,67
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/06/2019, Valparaiso,W 1-0 ,356
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/08/2019, Cornell,L 0-1 ,0
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/12/2019, Canisius,L 0-1 ,532
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/15/2019, Merrimack,W 2-1 ,248
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/22/2019, Fordham,L 0-1 ,237
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/26/2019, Saint Joseph's,L 0-1 ,252
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,09/29/2019, Davidson,T 0-0 (2 OT),312
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/03/2019, Dayton,L 0-1 ,185
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/06/2019, Saint Louis,L 0-3 ,552
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/13/2019, Richmond,W 2-1 (1 OT),265
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/17/2019, Rhode Island,W 1-0 ,122
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/20/2019, George Washington,L 1-2 ,121
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/24/2019, Duquesne,L 2-4 ,0
St. Bonaventure Bonnies,2019-20,Women's Soccer,Steve Brdarski,10/27/2019, George Mason,W 1-0 ,310
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,08/22/2019, Lafayette,L 0-1 (1 OT),0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,08/28/2019, Rider,L 0-2 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,08/30/2019, Binghamton,L 0-2 ,100
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/06/2019, Manhattan,L 0-1 ,193
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/10/2019, Albany (NY),L 0-3 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/15/2019, Holy Cross,L 0-4 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/18/2019, Iona,L 2-3 ,67
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/22/2019, Wagner,L 0-2 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/27/2019, LIU,L 2-3 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,09/29/2019, Sacred Heart,L 0-1 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,10/06/2019, Central Conn. St.,L 0-4 ,568
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,10/11/2019, Merrimack,L 0-1 ,107
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,10/13/2019, Mount St. Mary's,L 0-1 ,174
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,10/18/2019, Bryant,L 0-2 ,0
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,10/25/2019, Fairleigh Dickinson,L 0-1 ,107
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,11/01/2019, Robert Morris,L 0-4 ,123
St. Francis Brooklyn Terriers,2019-20,Women's Soccer,Justine Lombardi,11/03/2019, Saint Francis (PA),L 0-4 ,150
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,08/22/2019, Cincinnati,L 0-2 ,0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,08/25/2019, James Madison,L 1-2 (2 OT),376
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,08/30/2019, Yale,W 2-1 (2 OT),473
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/01/2019, Notre Dame,L 0-4 ,0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/05/2019, Stony Brook,L 0-1 (1 OT),341
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/08/2019, La Salle,L 0-1 ,0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/12/2019, Syracuse,W 1-0 ,423
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/15/2019, Drexel,L 1-2 (2 OT),360
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/21/2019, Cornell,W 2-0 ,0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,09/28/2019, Providence,L 0-4 ,0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/03/2019, Seton Hall,W 1-0 ,0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/06/2019, DePaul,L 0-2 ,228
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/10/2019, Marquette,L 2-3 (2 OT),442
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/13/2019, Butler,L 0-1 ,267
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/20/2019, Xavier,L 0-3 ,431
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/24/2019, Villanova,W 4-3 (1 OT),187
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/27/2019, Creighton,T 1-1 (2 OT),0
St. John's (NY) Red Storm,2019-20,Women's Soccer,Ian Stone,10/31/2019, Georgetown,L 2-3 (1 OT),287
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,08/23/2019, Penn St.,W 2-1 ,"5,238"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,08/25/2019, West Virginia,W 3-1 ,250
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,08/30/2019, Penn,W 5-1 ,"2,307"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,09/01/2019, San Jose St.,W 7-0 ,"1,850"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,09/08/2019, San Francisco,W 9-0 ,"1,600"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,09/13/2019, Pepperdine,L 0-1 ,648
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,09/15/2019, UC Santa Barbara,W 1-0 ,512
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,09/22/2019, Santa Clara,W 4-2 ,"4,160"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,09/28/2019, Southern California,W 3-2 ,957
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/03/2019, Washington St.,W 5-0 ,"1,227"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/06/2019, Washington,W 4-0 ,"2,195"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/10/2019, Oregon St.,W 2-0 ,646
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/13/2019, Oregon,W 5-0 ,757
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/19/2019, UCLA,W 1-0 ,"2,376"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/24/2019, Colorado,W 4-0 ,842
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/27/2019, Utah,W 4-0 ,875
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,10/31/2019, Arizona St.,W 3-0 ,922
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,11/03/2019, Arizona,W 6-2 ,"2,251"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,11/08/2019, California,W 4-0 ,"2,407"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,11/15/2019, Prairie View,W 15-0 ,"1,371"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,11/22/2019, Hofstra,W 4-0 ,"1,800"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,11/24/2019, Penn St.,W 2-0 ,"1,847"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,11/29/2019, BYU,W 5-1 ,"2,041"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,12/06/2019, UCLA,W 4-1 ,"7,699"
Stanford Cardinal,2019-20,Women's Soccer,Paul Ratcliffe,12/08/2019, North Carolina,W 0-0 (3 OT),"9,591"
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,08/22/2019, Grand Canyon,L 0-1 ,195
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,08/25/2019, Rollins,W 3-2 ,190
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,08/30/2019, Troy,L 2-3 ,0
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/01/2019, South Alabama,L 1-5 ,416
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/05/2019, Ga. Southern,W 4-1 ,125
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/12/2019, Miami (FL),L 0-4 ,0
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/15/2019, UCF,L 0-5 ,394
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/19/2019, Embry-Riddle (FL),T 2-2 (2 OT),195
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/22/2019, Illinois St.,L 2-3 ,175
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,09/26/2019, NJIT,L 0-2 ,315
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/03/2019, Jacksonville,T 0-0 (2 OT),212
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/06/2019, Kennesaw St.,L 0-3 ,333
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/10/2019, Liberty,L 0-1 ,175
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/18/2019, North Ala.,L 0-2 ,259
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/20/2019, Lipscomb,L 0-2 ,180
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/24/2019, North Florida,L 0-4 ,212
Stetson Hatters,2019-20,Women's Soccer,Chris Bergmann,10/27/2019, FGCU,L 2-3 ,290
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,08/22/2019, Northeastern,W 2-1 (1 OT),723
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,08/25/2019, Manhattan,W 2-1 ,0
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,08/30/2019, Delaware,W 2-1 ,186
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/01/2019, Saint Joseph's,L 0-1 ,183
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/05/2019, St. John's (NY),W 1-0 (1 OT),341
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/08/2019, Hofstra,L 1-2 (2 OT),0
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/12/2019, West Virginia,L 1-6 ,903
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/19/2019, Fordham,W 1-0 (1 OT),347
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/22/2019, Maine,W 2-0 ,351
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/25/2019, Boston U.,L 0-2 ,133
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,09/29/2019, Delaware St.,W 5-0 ,119
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/03/2019, UMBC,W 4-0 ,0
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/06/2019, Binghamton,W 2-0 ,370
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/13/2019, UMass Lowell,L 1-2 ,253
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/17/2019, Albany (NY),W 3-1 ,0
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/20/2019, Vermont,W 2-0 ,179
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/27/2019, New Hampshire,W 2-0 ,100
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,10/31/2019, Hartford,T 0-0 (2 OT),209
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,11/07/2019,#4 New Hampshire,W 2-1 ,191
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,11/10/2019,#3 Hartford,W 2-1 ,267
Stony Brook Seawolves,2019-20,Women's Soccer,Tobi Bischof,11/15/2019, Penn St.,L 1-3 ,689
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,08/25/2019, Colgate,W 1-0 ,305
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,08/29/2019, Siena,W 3-0 ,0
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/01/2019, Dartmouth,L 0-2 ,323
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/05/2019, Auburn,L 0-2 ,0
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/08/2019, Kent St.,L 0-1 ,245
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/12/2019, St. John's (NY),L 0-1 ,423
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/15/2019, Fordham,T 0-0 (2 OT),0
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/20/2019, Pittsburgh,T 1-1 (2 OT),532
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/26/2019, Louisville,L 0-3 ,174
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,09/29/2019, Florida St.,L 0-1 ,582
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/04/2019, Notre Dame,L 0-3 ,848
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/10/2019, Wake Forest,W 2-1 (1 OT),208
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/13/2019, Miami (FL),L 1-2 ,438
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/19/2019, Clemson,L 1-4 ,293
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/24/2019, NC State,L 2-3 (1 OT),302
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/27/2019, Duke,L 1-4 ,407
Syracuse Orange,2019-20,Women's Soccer,Nicky Adams,10/31/2019, Virginia,,
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,08/22/2019, Florida St.,L 0-2 ,"1,500"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,08/25/2019, UAB,W 2-0 ,217
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,08/29/2019, Sam Houston St.,W 6-0 ,"1,112"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/01/2019, SMU,W 1-0 ,847
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/05/2019, Little Rock,W 4-0 ,"1,009"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/08/2019, Ohio St.,W 3-2 ,918
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/12/2019, Houston Baptist,W 3-0 ,392
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/15/2019, Washington,L 1-3 ,"1,218"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/21/2019, Arizona,L 3-4 ,"1,004"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/26/2019, Oklahoma,W 2-0 ,"1,136"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,09/29/2019, Oklahoma St.,T 1-1 (2 OT),"1,600"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,10/03/2019, Texas,L 0-1 ,"1,176"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,10/06/2019, Iowa St.,W 2-1 ,242
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,10/18/2019, Texas Tech,W 2-1 ,"2,005"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,10/20/2019, Baylor,L 0-4 ,"1,676"
TCU Horned Frogs,2019-20,Women's Soccer,Eric Bell,10/24/2019, Kansas St.,W 4-0 ,622
