year,team,coach,sport,Jersey,Player,Yr,Pos,GP,GS,Games,Goals,Assists,Points,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,GAA,Saves,SV Pct,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,9,"Parker, Tori",Fr,,15,,15,,,0.00,5,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,9,"Parker, Tori",Fr,,15,,15,,,0.00,5,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,13,"Clark, Reaga",So,,18,,,1,,2.00,3,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,13,"Clark, Reaga",So,,18,,,1,,2.00,3,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,00,"Furbush, Riley",So,,15,,15,,,0.00,,,,1,,10,,739:01,13,1.583,48,0.787,,3,3,4,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,00,"Furbush, Riley",So,,15,,15,,,0.00,,,,1,,10,,739:01,13,1.583,48,0.787,,3,3,4,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,14,"Callahan, Sydni",So,,18,,,2,1.00,5.00,7,,,1,,,,,0,,,,,,,,,,1,1,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,14,"Callahan, Sydni",So,,18,,,2,1.00,5.00,7,,,1,,,,,0,,,,,,,,,,1,1,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,14,"Rice, Haylee",Fr,,15,,15,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,14,"Rice, Haylee",Fr,,15,,15,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,27,"Johnson, Destiny",Jr,,18,,,9,2.00,20.00,37,3,,,,,,,0,,,,,,,,,,,,5
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,27,"Johnson, Destiny",Jr,,18,,,9,2.00,20.00,37,3,,,,,,,0,,,,,,,,,,,,5
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,32,"Barner, Kately",Fr,,12,,12,,,0.00,5,,,,,,,,,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,32,"Barner, Kately",Fr,,12,,12,,,0.00,5,,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,25,"Petrosky, Brittney",Jr,,18,,,5,1.00,11.00,23,6,,2,,,,,0,,,,,,,,,,,,2
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,25,"Petrosky, Brittney",Jr,,18,,,5,1.00,11.00,23,6,,2,,,,,0,,,,,,,,,,,,2
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,29,"Joiner, Faith",Fr,,12,,12,,1.00,1.00,2,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,29,"Joiner, Faith",Fr,,12,,12,,1.00,1.00,2,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,10,"Rings, Michelle",N/A,,18,,,2,2.00,6.00,15,3,,,,,,,0,,,,,,,,,,1,1,1
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,10,"Rings, Michelle",N/A,,18,,,2,2.00,6.00,15,3,,,,,,,0,,,,,,,,,,1,1,1
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,30,"Hallcroft, DeLaney",Fr,,10,,10,,,0.00,2,,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,30,"Hallcroft, DeLaney",Fr,,10,,10,,,0.00,2,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,35,"Jewell, Maddie",Sr,GK,18,,,,,0.00,,,,,,14,10,1570:00,29,1.662,74,0.718,4,,8,5,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,35,"Jewell, Maddie",Sr,GK,18,,,,,0.00,,,,,,14,10,1570:00,29,1.662,74,0.718,4,,8,5,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,12,"Kuhbacher, Molly",Jr,,8,,8,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,12,"Kuhbacher, Molly",Jr,,8,,8,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,3,"Schmidt, Kat",Sr,,18,,,,,0.00,,,,1,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,3,"Schmidt, Kat",Sr,,18,,,,,0.00,,,,1,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,8,"Sclafani, Talia",Sr,,7,,7,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,8,"Sclafani, Talia",Sr,,7,,7,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,16,"Ommert, Christine",Sr,,18,,,,,0.00,3,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,16,"Ommert, Christine",Sr,,18,,,,,0.00,3,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,6,"Maiava, Sydnie",Fr,,5,,5,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,6,"Maiava, Sydnie",Fr,,5,,5,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,11,"Jenssen, Lena",N/A,,17,,,,,0.00,4,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,11,"Jenssen, Lena",N/A,,17,,,,,0.00,4,,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,18,"Martin, Carlee",Jr,,4,,4,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,18,"Martin, Carlee",Jr,,4,,4,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,21,"Zeurcher, Mikaylee",N/A,,17,,,1,1.00,3.00,5,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,21,"Zeurcher, Mikaylee",N/A,,17,,,1,1.00,3.00,5,,,,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,21,"Barrick, Madiso",Jr,,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,21,"Barrick, Madiso",Jr,,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,51,"Harmer, Alysha",Sr,,17,,,,1.00,1.00,2,,,2,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,51,"Harmer, Alysha",Sr,,17,,,,1.00,1.00,2,,,2,,,,,0,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,16,"Collins, Grace",Jr,,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Wyoming Cowgirls,Pete Cuadrado,Women's Soccer,16,"Collins, Grace",Jr,,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,2,"Guest, McKenzie",Fr,,19,,,,,0.00,8,2,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,2,"Guest, McKenzie",Fr,,19,,,,,0.00,8,2,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,19,"Krupp, Josie",So,,17,,,3,4.00,10.00,18,2,,2,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,19,"Krupp, Josie",So,,17,,,3,4.00,10.00,18,2,,2,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,20,"Cardew, Allie",Sr,,19,,,1,,2.00,9,8,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,20,"Cardew, Allie",Sr,,19,,,1,,2.00,9,8,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,17,"Gomez, Andrea",Sr,,17,,,,,0.00,5,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,17,"Gomez, Andrea",Sr,,17,,,,,0.00,5,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,11,"Roche, Eri",Sr,,19,,,,2.00,2.00,1,4,,1,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,11,"Roche, Eri",Sr,,19,,,,2.00,2.00,1,4,,1,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,18,"Guerra, Naomie",Sr,,16,,,,1.00,1.00,,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,18,"Guerra, Naomie",Sr,,16,,,,1.00,1.00,,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,13,"Vathy, Savannah",So,,19,,,2,,4.00,11,13,,3,,,,,,,,,,,,,,,,,1
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,13,"Vathy, Savannah",So,,19,,,2,,4.00,11,13,,3,,,,,,,,,,,,,,,,,1
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,22,"Helinski, Jordyne",Sr,,16,,,6,5.00,17.00,66,7,,2,,,,,0,,,,,,,,,,,,1
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,22,"Helinski, Jordyne",Sr,,16,,,6,5.00,17.00,66,7,,2,,,,,0,,,,,,,,,,,,1
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,28,"Gilligan, Katie",So,,19,,,7,1.00,15.00,36,6,,,,,,,0,,,,,,,,,,3,3,3
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,28,"Gilligan, Katie",So,,19,,,7,1.00,15.00,36,6,,,,,,,0,,,,,,,,,,3,3,3
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,23,"Helinski, Kayli",N/A,,16,,,2,,4.00,6,3,,2,,,,,0,,,,,,,,,,,,1
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,23,"Helinski, Kayli",N/A,,16,,,2,,4.00,6,3,,2,,,,,0,,,,,,,,,,,,1
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,5,"Adcock, Maggie",Jr,,19,,,,1.00,1.00,1,2,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,5,"Adcock, Maggie",Jr,,19,,,,1.00,1.00,1,2,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,12,"Keller, Madiso",So,,15,,,,,0.00,6,4,,2,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,12,"Keller, Madiso",So,,15,,,,,0.00,6,4,,2,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,33,"Thompson, Caroline",So,,19,,,,,0.00,7,4,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,33,"Thompson, Caroline",So,,19,,,,,0.00,7,4,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,7,"Raflik, Livi",Sr,,14,,,,,0.00,3,2,,1,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,7,"Raflik, Livi",Sr,,14,,,,,0.00,3,2,,1,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,7,"Davis, Clare",Fr,,18,,,,,0.00,4,2,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,7,"Davis, Clare",Fr,,18,,,,,0.00,4,2,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,8,"Ulrich, Taylor",So,,12,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,8,"Ulrich, Taylor",So,,12,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,16,"Waninger, Megha",So,,18,,,,,0.00,,5,,1,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,16,"Waninger, Megha",So,,18,,,,,0.00,,5,,1,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,33,"Walton, Haley",So,,11,,,1,,2.00,4,4,,1,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,33,"Walton, Haley",So,,11,,,1,,2.00,4,4,,1,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,4,"Miller, Paige",Jr,,18,,,1,1.00,3.00,12,5,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,4,"Miller, Paige",Jr,,18,,,1,1.00,3.00,12,5,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,6,"Schneider, Ell",N/A,,8,,,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,6,"Schneider, Ell",N/A,,8,,,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,10,"Reichenbach, Lexi",Fr,,17,,,,,0.00,3,3,,1,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,10,"Reichenbach, Lexi",Fr,,17,,,,,0.00,3,3,,1,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,5,"Graefen, Eri",Jr,,5,,,,1.00,1.00,6,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,5,"Graefen, Eri",Jr,,5,,,,1.00,1.00,6,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,1,"Mon, Maria",So,GK,17,,,,,0.00,,1,,1,,6,5,1479:23,29,1.764,100,0.775,3,,5,11,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,1,"Mon, Maria",So,GK,17,,,,,0.00,,1,,1,,6,5,1479:23,29,1.764,100,0.775,3,,5,11,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,20,"Sommer, Alexa",N/A,,5,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,20,"Sommer, Alexa",N/A,,5,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,31,"Johnson, Lucy",Jr,,17,,,,1.00,1.00,10,1,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,31,"Johnson, Lucy",Jr,,17,,,,1.00,1.00,10,1,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,15,"Rotterman, Emily",Jr,,5,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,15,"Rotterman, Emily",Jr,,5,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,22,"Wolfe, Eri",Jr,,16,,,1,,2.00,6,4,1,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,22,"Wolfe, Eri",Jr,,16,,,1,,2.00,6,4,1,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,30,"Poe, Hannah",So,,4,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,30,"Poe, Hannah",So,,4,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,12,"Burke, Camery",Jr,,16,,,3,,6.00,8,8,,,,,,,,,,,,,,,,,,,2
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,12,"Burke, Camery",Jr,,16,,,3,,6.00,8,8,,,,,,,,,,,,,,,,,,,2
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,2,"Grooms, Caitly",So,,3,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,2,"Grooms, Caitly",So,,3,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,3,"McKenzie, Abigail",Fr,,16,,,,,0.00,2,4,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,3,"McKenzie, Abigail",Fr,,16,,,,,0.00,2,4,,,,,,,,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,28,"Lauck, Taylor",So,,2,,,,,0.00,,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wright St. Raiders,Pat Ferguson,Women's Soccer,28,"Lauck, Taylor",So,,2,,,,,0.00,,1,,,,,,,0,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,21,"Segovia, Dani",Jr,,16,,,1,,2.00,8,15,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,21,"Segovia, Dani",Jr,,16,,,1,,2.00,8,15,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,18,"Albritton, Abigail",Sr,,15,,,,,0.00,2,4,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,18,"Albritton, Abigail",Sr,,15,,,,,0.00,2,4,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,14,"Majewski, Kare",So,,14,,,,,0.00,8,5,,1,,,,,,,,,,,,,,,,1,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,14,"Majewski, Kare",So,,14,,,,,0.00,8,5,,1,,,,,,,,,,,,,,,,1,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,32,"Bohannon, Lainee",So,,13,,,,,0.00,4,2,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,32,"Bohannon, Lainee",So,,13,,,,,0.00,4,2,,,,,,,,,,,,,,,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,6,"Dailey, Eva",Jr,,11,,,1,1.00,3.00,16,6,,,,,,,,,,,,,,,,,,,1
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,6,"Dailey, Eva",Jr,,11,,,1,1.00,3.00,16,6,,,,,,,,,,,,,,,,,,,1
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,0,"Hogan, Kelly",Jr,GK,3,,,,,0.00,,,,,,1,1,225:00,3,1.200,9,0.750,1,,1,1,,,,,
2019-20,Wofford Terriers,Emily Grant,Women's Soccer,0,"Hogan, Kelly",Jr,GK,3,,,,,0.00,,,,,,1,1,225:00,3,1.200,9,0.750,1,,1,1,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,14,"Cella, Maia",Jr,M,22,,,,,0.00,7,10,,,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,14,"Cella, Maia",Jr,M,22,,,,,0.00,7,10,,,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,6,"Douglas, Grace",Sr,D,22,,,,1.00,1.00,2,11,,1,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,6,"Douglas, Grace",Sr,D,22,,,,1.00,1.00,2,11,,1,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,15,"Rhodes, Dani",Sr,F,22,,,13,4.00,30.00,71,19,,,,,,,0,,,,,,,,,,3,3,9
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,15,"Rhodes, Dani",Sr,F,22,,,13,4.00,30.00,71,19,,,,,,,0,,,,,,,,,,3,3,9
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,24,"Bloomer, Jordy",Sr,GK,22,,,,,0.00,,,,,,1,1,2042:53,12,0.529,68,0.850,13,1,16,4,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,24,"Bloomer, Jordy",Sr,GK,22,,,,,0.00,,,,,,1,1,2042:53,12,0.529,68,0.850,13,1,16,4,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,30,"Biegalski, Camry",Sr,D,22,,,,3.00,3.00,10,16,,4,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,30,"Biegalski, Camry",Sr,D,22,,,,3.00,3.00,10,16,,4,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,32,"Shea, Claire",Sr,D,22,,,1,2.00,4.00,14,10,,1,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,32,"Shea, Claire",Sr,D,22,,,1,2.00,4.00,14,10,,1,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,25,"Murtha, Camero",Jr,F,22,,,6,4.00,16.00,40,29,,2,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,25,"Murtha, Camero",Jr,F,22,,,6,4.00,16.00,40,29,,2,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,9,"Rice, Laure",Jr,F,22,,,2,5.00,9.00,51,21,,,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,9,"Rice, Laure",Jr,F,22,,,2,5.00,9.00,51,21,,,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,4,"Monticello, Macy",Fr,D,22,,,,1.00,1.00,7,19,,,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,4,"Monticello, Macy",Fr,D,22,,,,1.00,1.00,7,19,,,,,,,,,,,,,,,,,,,
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,3,"Hovis, Bella",So,F,16,,,,1.00,1.00,1,2,,1,,,,,0,,,,,,,,,,,,
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,3,"Hovis, Bella",So,F,16,,,,1.00,1.00,1,2,,1,,,,,0,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,13,"Viggiano, Natalie",So,F,21,,,1,,2.00,19,5,,1,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,13,"Viggiano, Natalie",So,F,21,,,1,,2.00,19,5,,1,,,,,,,,,,,,,,,,,
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,17,"Trnavsky, Morriso",Jr,D,16,,,1,1.00,3.00,6,2,,,,,,,0,,,,,,,,,,,,
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,17,"Trnavsky, Morriso",Jr,D,16,,,1,1.00,3.00,6,2,,,,,,,0,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,5,"Wesley, Payto",Sr,M,21,,,1,1.00,3.00,12,16,,,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,5,"Wesley, Payto",Sr,M,21,,,1,1.00,3.00,12,16,,,,,,,,,,,,,,,,,,,1
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,8,"Loveland, Mega",Jr,M,16,,,2,1.00,5.00,18,4,,,,,,,0,,,,,,,,,,1,1,1
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,8,"Loveland, Mega",Jr,M,16,,,2,1.00,5.00,18,4,,,,,,,0,,,,,,,,,,1,1,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,29,"McNeese, Jorda",Sr,D,20,,,1,3.00,5.00,5,6,,1,,,,,,,,,,,,,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,29,"McNeese, Jorda",Sr,D,20,,,1,3.00,5.00,5,6,,1,,,,,,,,,,,,,,,,,
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,1,"Harris, Ashly",Jr,GK,16,,,,,0.00,,,,,,5,5,1447:33,22,1.368,68,0.756,5,1,8,5,,,,,
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,1,"Harris, Ashly",Jr,GK,16,,,,,0.00,,,,,,5,5,1447:33,22,1.368,68,0.756,5,1,8,5,,,,,
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,2,"Jaskaniec, Emma",Fr,F,19,,,2,1.00,5.00,30,28,,,,,,,,,,,,,,,,,,,2
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,2,"Jaskaniec, Emma",Fr,F,19,,,2,1.00,5.00,30,28,,,,,,,,,,,,,,,,,,,2
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,10,"Thomas, Allie",Sr,F,16,,,6,3.00,15.00,32,8,,1,,,,,0,,,,,,,,,,,1,1
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,10,"Thomas, Allie",Sr,F,16,,,6,3.00,15.00,32,8,,1,,,,,0,,,,,,,,,,,1,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,22,"Kiraly, Jenna",Fr,F,17,,,2,,4.00,8,3,,,,,,,,,,,,,,,,,,,1
2019-20,Wisconsin Badgers,Paula Wilkins,Women's Soccer,22,"Kiraly, Jenna",Fr,F,17,,,2,,4.00,8,3,,,,,,,,,,,,,,,,,,,1
2019-20,Winthrop Eagles,Spencer Smith,Women's Soccer,11,"Hull, Gabi",Sr,M,16,,,6,,12.00,41,14,,,,,,,0,,,,,,,,,,,1,2
